100	19999
200	34082
300	52451
400	110123
500	93240
600	104828
700	161300
800	247051
900	208093
1000	180640
1100	206371
1200	239708
1300	301059
1400	327602
1500	295593
1600	315930
1700	326745
1800	351665
1900	360051
2000	388067
2100	424388
2200	461228
2300	544393
2400	507890
2500	514565
2600	520970
2700	583387
2800	678555
2900	608687
3000	647574
3100	631071
3200	690088
3300	742984
3400	739027
3500	767336
3600	768226
3700	782478
3800	887890
3900	792878
4000	814104
4100	847174
4200	912229
4300	1056931
4400	1146014
4500	962126
4600	1039629
4700	1050910
4800	1107542
4900	1189747
5000	1221506
5100	1139529
5200	1174511
5300	1189610
5400	1165854
5500	1271690
5600	1373823
5700	1526328
5800	1424306
5900	1374643
6000	1374294
6100	1358229
6200	1417894
6300	1443368
6400	1554190
6500	1557497
6600	1577596
6700	1615779
6800	1706754
6900	1612255
7000	1572615
7100	1627833
7200	1700217
7300	1745602
7400	1847292
7500	1937253
7600	1977720
7700	1968027
7800	1899497
7900	1837966
8000	1958741
8100	2303293
8200	2308769
8300	2152709
8400	2187755
8500	2092884
8600	2260522
8700	2569276
8800	2524523
8900	2483108
9000	2294176
9100	2314524
9200	2569678
9300	2728991
9400	2728384
9500	2422676
9600	2363552
9700	2578601
9800	2873127
9900	2719429
