100	10547
1100	122231
2100	241378
3100	414772
4100	512450
5100	648793
6100	797846
7100	853987
8100	984863
9100	1125606
10100	1347517
11100	1482994
12100	1501619
13100	1707468
14100	1849219
15100	1897445
16100	2121374
17100	2238407
18100	2322155
19100	2551663
20100	2558238
21100	2818828
22100	2837775
23100	3063861
24100	3148560
25100	3301647
26100	3541915
27100	3589510
28100	3701167
29100	3927106
30100	4024761
31100	4108162
32100	4284425
33100	4526752
34100	4733188
35100	4780293
36100	4886582
37100	5063865
38100	5187648
39100	5333592
40100	5434049
41100	5629428
42100	5787219
43100	5910813
44100	6069940
45100	6213695
46100	8203321
47100	7247685
48100	6986883
49100	8610654
50100	6903573
51100	8376410
52100	9098254
53100	9209161
54100	8161868
55100	7711568
56100	8915983
57100	9644089
58100	9909174
59100	8597097
60100	8320903
61100	8585547
62100	8593897
63100	8782056
64100	8957588
65100	9039848
66100	9255739
67100	9565243
68100	9420763
69100	9537673
70100	9758671
71100	10034094
72100	10128210
73100	10166747
74100	10264775
75100	10478958
76100	10680910
77100	10666049
78100	10901917
79100	11016735
80100	11111279
81100	11232861
82100	11417576
83100	11637430
84100	11760173
85100	11826076
86100	11999630
87100	12169671
88100	12342469
89100	12399863
90100	12580840
91100	12815502
92100	12794684
93100	13052948
94100	13181621
95100	13402961
96100	13567944
97100	13638466
98100	13744843
99100	13966928
