100	23485
1100	232635
2100	493492
3100	754307
4100	959585
5100	1171699
6100	1467010
7100	1736321
8100	2111041
9100	2287357
10100	2423136
11100	2661985
12100	2848088
13100	3336519
14100	3502214
15100	3524451
16100	3967658
17100	4544172
18100	4627769
19100	4804964
20100	5895249
21100	5391847
22100	5730940
23100	6252261
24100	6046541
25100	7008741
26100	6703212
27100	6961898
28100	6887918
29100	7228860
30100	7729898
31100	7722325
32100	8597116
33100	9223588
34100	11257022
35100	13039394
36100	12789272
37100	11394697
38100	11037785
39100	10745959
40100	10347818
41100	10634665
42100	10974602
43100	11598292
44100	12539875
45100	13599774
46100	14917886
47100	15308331
48100	19738538
49100	17696932
50100	16213488
51100	14177888
52100	14647243
53100	15175223
54100	16408542
55100	17040459
56100	17900380
57100	17937593
58100	19322469
59100	18196746
60100	17907857
61100	19856585
62100	18993919
63100	19375320
64100	20350490
65100	29977856
66100	27321293
67100	24395625
68100	23379605
69100	24275968
70100	23554817
71100	22269919
72100	24906678
73100	34416838
74100	36543660
75100	27017005
76100	25734875
77100	25183766
78100	23465303
79100	27628460
80100	26200242
81100	24824695
82100	25613977
83100	27187450
84100	28442940
85100	27776910
86100	27702194
87100	28199749
88100	27507385
89100	28264721
90100	29282768
91100	28030775
92100	32337589
93100	32047192
94100	30864550
95100	28914372
96100	29053044
97100	28694823
98100	28419387
99100	28242232
