100	7000
200	33893
300	58900
400	44326
500	52050
600	42692
700	50382
800	59622
900	69644
1000	75599
1100	87208
1200	91545
1300	104908
1400	109356
1500	119511
1600	151879
1700	136025
1800	145203
1900	156335
2000	166766
2100	170257
2200	179154
2300	184763
2400	195181
2500	206685
2600	209615
2700	218850
2800	225710
2900	231769
3000	241681
3100	251326
3200	262517
3300	287778
3400	311529
3500	303038
3600	308728
3700	304405
3800	404856
3900	415939
4000	400697
4100	381457
4200	345836
4300	350057
4400	376709
4500	375290
4600	391147
4700	410930
4800	413354
4900	414557
5000	436047
5100	442485
5200	443940
5300	446400
5400	496513
5500	566668
5600	612307
5700	635058
5800	649641
5900	630046
6000	552533
6100	567959
6200	653863
6300	556034
6400	590941
6500	702055
6600	667932
6700	624210
6800	682622
6900	704533
7000	680328
7100	694660
7200	827642
7300	902604
7400	796673
7500	783175
7600	924213
7700	819420
7800	893463
7900	853714
8000	879657
8100	873149
8200	915814
8300	938274
8400	859636
8500	1121921
8600	971451
8700	1000983
8800	1202170
8900	1138897
9000	1136782
9100	1122639
9200	1143888
9300	1140873
9400	1124236
9500	1114521
9600	1489031
9700	1116942
9800	1311785
9900	1350534
