100	14083
10100	2437845
20100	5104041
30100	7742177
40100	10756977
50100	13396952
60100	16627186
70100	19500316
80100	23455373
90100	26839512
100100	28368918
110100	31386889
120100	36817427
130100	38352547
140100	40266490
150100	43826283
160100	47128153
170100	49281614
180100	53858262
190100	56327957
200100	58263129
210100	61174530
220100	63499404
230100	67670261
240100	69339069
250100	70934162
260100	78177901
270100	76332890
280100	82610047
290100	85929444
300100	87178787
310100	88987407
320100	91883898
330100	96140170
340100	99116700
350100	103256609
360100	104935774
370100	107856132
380100	111125376
390100	112115204
400100	120274853
410100	118687455
420100	121139015
430100	120662738
440100	126718309
450100	131314552
460100	133586154
470100	137306369
480100	139385457
490100	145742847
500100	147139395
510100	149390529
520100	151841186
530100	156164547
540100	159320622
550100	160523004
560100	163450663
570100	168220544
580100	171201032
590100	178664309
600100	179290549
610100	179100259
620100	182651419
630100	185294683
640100	193260379
650100	194087904
660100	196124916
670100	199207525
680100	212662039
690100	211660154
700100	211554020
710100	212458766
720100	214407783
730100	215956328
740100	222993778
750100	225005820
760100	225746815
770100	229498206
780100	233428025
790100	237611004
800100	238959771
810100	245947209
820100	246163913
830100	249587473
840100	255738531
850100	249657532
860100	260865192
870100	261533401
880100	262728188
890100	267176838
900100	268503791
910100	278984333
920100	269828129
930100	278340682
940100	287112388
950100	291301157
960100	292090659
