100	6517
10100	879952
20100	1949274
30100	2930343
40100	3842985
50100	5631587
60100	5984570
70100	7485569
80100	8517539
90100	9983654
100100	12167985
110100	12990212
120100	14802529
130100	14804610
140100	16341288
150100	17847107
160100	18182724
170100	18441291
180100	19987290
190100	21018134
200100	22131928
210100	24787245
220100	25474584
230100	26023144
240100	27397739
250100	27645455
260100	29353296
270100	31171305
280100	30136572
290100	31294172
300100	32831502
310100	34872917
320100	36140682
330100	38248024
340100	37371500
350100	38690132
360100	39538456
370100	40436130
380100	41708026
390100	42510226
400100	43898348
410100	43482285
420100	45984248
430100	47873168
440100	48213360
450100	48861527
460100	48999057
470100	51610542
480100	52930559
490100	53785278
500100	54106500
510100	55578779
520100	57295450
530100	56672590
540100	58288969
550100	61152542
560100	59406877
570100	62542645
580100	62244043
590100	63943800
600100	65809690
610100	67049259
620100	67442192
630100	69525359
640100	69505554
650100	69291710
660100	71561700
670100	72901414
680100	74324957
690100	74104400
700100	76291049
710100	78601526
720100	78602736
730100	79462105
740100	80775693
750100	82074930
760100	84388281
770100	84422462
780100	86691952
790100	93234069
800100	87824052
810100	87957652
820100	90635795
830100	93090836
840100	94810945
850100	97967921
860100	94216481
870100	95693546
880100	95780818
890100	96668796
900100	98162479
910100	100750320
920100	102205923
930100	103478088
940100	101164954
950100	104343707
960100	106918054
