100	7010
5100	415111
10100	859726
15100	1391191
20100	2038108
25100	3221284
30100	3166166
35100	3321316
40100	4964777
45100	4636236
50100	5725819
55100	5590769
60100	7104930
65100	6579028
70100	7663149
75100	9258856
80100	9519696
85100	9289251
90100	9402198
95100	10148337
100100	11239666
105100	12397629
110100	12923956
115100	12777818
120100	13303728
125100	13757859
130100	14102681
135100	14915429
140100	15832306
145100	16489155
150100	16677753
155100	17596102
160100	17496478
165100	18331919
170100	19459806
175100	20191985
180100	21275374
185100	21245431
190100	22106043
195100	21485967
200100	22420961
205100	23342780
210100	24819219
215100	24414522
220100	25001771
225100	25061497
230100	24713572
235100	26242356
240100	27680707
245100	27940531
250100	27947789
255100	28084833
260100	29429638
265100	30776265
270100	29103616
275100	30886747
280100	31113718
285100	32206435
290100	32058954
295100	33160570
300100	32245117
305100	35014664
310100	35290133
315100	34781030
320100	35570683
325100	35335064
330100	38111619
335100	37399424
340100	37975555
345100	37512840
350100	38314382
355100	39126972
360100	40799626
365100	39501119
370100	41305499
375100	42191529
380100	41999317
385100	43923032
390100	42341359
395100	42269242
400100	43179932
405100	43224785
410100	44750963
415100	45528726
420100	45379220
425100	46310520
430100	47052890
435100	48246136
440100	48257091
445100	48648560
450100	47826544
455100	48862861
460100	49751364
465100	50253978
470100	53190676
475100	52569111
480100	53731853
485100	52870790
490100	57671388
495100	54676260
