100	10056
200	17180
300	26782
400	35195
500	45115
600	67358
700	76605
800	88926
900	97268
1000	109876
1100	122137
1200	131803
1300	145214
1400	155751
1500	166383
1600	180487
1700	192596
1800	200942
1900	213709
2000	231801
2100	241572
2200	255833
2300	262161
2400	276569
2500	285907
2600	354201
2700	345145
2800	323029
2900	382983
3000	354623
3100	357755
3200	383912
3300	383821
3400	399381
3500	406588
3600	437031
3700	431220
3800	445449
3900	487915
4000	493352
4100	514174
4200	497193
4300	514613
4400	566463
4500	535140
4600	539399
4700	581415
4800	569464
4900	653400
5000	652723
5100	655736
5200	659274
5300	691197
5400	667106
5500	659755
5600	675223
5700	753929
5800	715867
5900	720932
6000	757315
6100	724563
6200	744626
6300	762212
6400	854076
6500	858387
6600	868623
6700	808887
6800	824658
6900	838108
7000	902596
7100	910792
7200	908517
7300	885368
7400	892107
7500	912321
7600	998861
7700	966161
7800	1005351
7900	965661
8000	970088
8100	982143
8200	1048518
8300	1052113
8400	1039585
8500	1044732
8600	1056909
8700	1120323
8800	1134979
8900	1090874
9000	1112095
9100	1174735
9200	1159784
9300	1183316
9400	1149769
9500	1190178
9600	1295207
9700	1269064
9800	1200621
9900	1219604
