100	14977
10100	1392842
20100	2409379
30100	4189796
40100	5480977
50100	6817581
60100	8271509
70100	12689085
80100	11008862
90100	13216605
100100	13831730
110100	15301007
120100	16759965
130100	18147254
140100	19830114
150100	21099450
160100	22485130
170100	24057184
180100	25388891
190100	26895613
200100	28453579
210100	29935439
220100	31412439
230100	32492308
240100	34210650
250100	34962082
260100	35850786
270100	38870071
280100	40376473
290100	41747369
300100	43128445
310100	43318171
320100	44406785
330100	45999597
340100	47379983
350100	49176313
360100	50218045
370100	52751283
380100	53027994
390100	56631817
400100	58187784
410100	59085870
420100	59149934
430100	62860270
440100	62353431
450100	62974040
460100	64053012
470100	66145328
480100	67391083
490100	69060330
500100	71678908
510100	74225634
520100	73571154
530100	74786547
540100	76443702
550100	78143707
560100	79450713
570100	81308967
580100	82168004
590100	83303342
600100	84946320
610100	86881759
620100	87977702
630100	89568176
640100	90794315
650100	91954582
660100	93625751
670100	95485823
680100	97179413
690100	98452558
700100	99910906
710100	101457189
720100	102183104
730100	104369916
740100	105623337
750100	106847182
760100	109210839
770100	111020128
780100	111510982
790100	113238436
800100	114994158
810100	116752813
820100	118176687
830100	120057709
840100	124510336
850100	122843237
860100	123919556
870100	127173991
880100	131729303
890100	129801565
900100	130253348
910100	131268525
920100	132042881
930100	134431494
940100	135603312
950100	137132150
960100	138481693
