100	13378
1100	117950
2100	261865
3100	349498
4100	475064
5100	616099
6100	776489
7100	896741
8100	964227
9100	1105899
10100	1197407
11100	1305971
12100	1757115
13100	1719231
14100	2060278
15100	2004632
16100	2149675
17100	2986180
18100	2586242
19100	2949940
20100	2935583
21100	3548878
22100	3753109
23100	3758962
24100	4912704
25100	4191267
26100	4263016
27100	4434635
28100	4716610
29100	4674824
30100	4707609
31100	4896985
32100	5038296
33100	5048611
34100	4863476
35100	5248319
36100	5145218
37100	5224937
38100	5231636
39100	5076019
40100	5368490
41100	5753948
42100	5568693
43100	5301928
44100	5791002
45100	5882051
46100	5741626
47100	6571141
48100	5702669
49100	6719955
50100	7336046
51100	6732767
52100	7602408
53100	8394773
54100	8026591
55100	7875463
56100	7977999
57100	8420762
58100	8298256
59100	7833602
60100	7291027
61100	7967570
62100	8358400
63100	7859850
64100	7905771
65100	8082102
66100	8376171
67100	8635282
68100	7882028
69100	7405562
70100	7589473
71100	8330647
72100	8274581
73100	7563358
74100	7702258
75100	8462425
76100	8380391
77100	7956634
78100	8118174
79100	8532747
80100	8768341
81100	9291971
82100	9134935
83100	8656548
84100	8739860
85100	9115085
86100	9446736
87100	11450266
88100	11622022
89100	10717591
90100	10285648
91100	10434520
92100	9911454
93100	9839602
94100	10272531
95100	10530443
96100	10572141
97100	10678643
98100	11705054
99100	11667540
